"product","encode","mrp","distributor","city","area","quantity",
"GLASS PAINTED CANDLE GOBLETS","","399","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","4",
"GLASS PAINTED CANDLE GOBLETS","","399","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","8",
"GLASS PAINTED CANDLE GOBLETS","","399","LEO AGENCIES","Coimbatore","Coimbatore City","3",
"GLASS PAINTED CANDLE GOBLETS","","399","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","7",
"GLASS PAINTED CANDLE GOBLETS","","399","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","21",
"GLASS PAINTED CANDLE GOBLETS","","399","MECOTEX CORPORATION","Pune","BANER / PASHAN","11",
"GLASS PAINTED CANDLE GOBLETS","","399","SANTA MARIA TRADERS","Goa","Panjim","1",
"GLASS PAINTED CANDLE GOBLETS","","399","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"GLASS PAINTED CANDLE GOBLETS","","399","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","15",
"GLASS PAINTED CANDLE GOBLETS","","399","SWAYAM ENTERPRISES","Mumbai","Andheri West","22",
"GLASS PAINTED CANDLE GOBLETS","","399","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","4",
"GLASS PAINTED CANDLE GOBLETS","","399","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","11",
"GLASS PAINTED CANDLE GOBLETS","","399","Parikh Enterprises","Baroda","Baroda - City","3",
"GLASS PAINTED CANDLE GOBLETS","","399","RAJESH TRADERS","Indore","Indore - City","3",
"GLASS PAINTED CANDLE GOBLETS","","399","SHIV AGENCIES","Jaipur","Jaipur - 1","2",
"GLASS PAINTED CANDLE GOBLETS","","399","SHIVAM","Kanpur","Kanpur - City","0",
"GLASS PAINTED CANDLE GOBLETS","","399","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"GLASS PAINTED CANDLE GOBLETS","","399","Deshraj Trading","Shilong","Shilong City","0",
"GLASS PAINTED CANDLE GOBLETS","","399","V S International","New Mumbai","Vashi","0",
"SAND ART FESTIVE CANDLE POTS","","199","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SAND ART FESTIVE CANDLE POTS","","199","Sk Enterprises","Noida","Noida - 38A, 18, 27","17",
"SAND ART FESTIVE CANDLE POTS","","199","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","2",
"SAND ART FESTIVE CANDLE POTS","","199","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","14",
"SAND ART FESTIVE CANDLE POTS","","199","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","26",
"SAND ART FESTIVE CANDLE POTS","","199","THE KALASH ENTERPRISES","New Delhi","East Delhi","23",
"SAND ART FESTIVE CANDLE POTS","","199","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"SAND ART FESTIVE CANDLE POTS","","199","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","4",
"SAND ART FESTIVE CANDLE POTS","","199","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"SAND ART FESTIVE CANDLE POTS","","199","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SAND ART FESTIVE CANDLE POTS","","199","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"SAND ART FESTIVE CANDLE POTS","","199","KANGAROO FOOD'S","Rourkela","Rourkela - City","3",
"SAND ART FESTIVE CANDLE POTS","","199","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","23",
"SAND ART FESTIVE CANDLE POTS","","199","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","5",
"SAND ART FESTIVE CANDLE POTS","","199","LEO AGENCIES","Coimbatore","Coimbatore City","2",
"SAND ART FESTIVE CANDLE POTS","","199","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","12",
"SAND ART FESTIVE CANDLE POTS","","199","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","11",
"SAND ART FESTIVE CANDLE POTS","","199","MECOTEX CORPORATION","Pune","BANER / PASHAN","15",
"SAND ART FESTIVE CANDLE POTS","","199","SANTA MARIA TRADERS","Goa","Panjim","3",
"SAND ART FESTIVE CANDLE POTS","","199","Balaji Marketing","Ratnagiri","Ratnagiri","5",
"SAND ART FESTIVE CANDLE POTS","","199","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","32",
"SAND ART FESTIVE CANDLE POTS","","199","SWAYAM ENTERPRISES","Mumbai","Andheri West","37",
"SAND ART FESTIVE CANDLE POTS","","199","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","4",
"SAND ART FESTIVE CANDLE POTS","","199","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","9",
"SAND ART FESTIVE CANDLE POTS","","199","Parikh Enterprises","Baroda","Baroda - City","4",
"SAND ART FESTIVE CANDLE POTS","","199","RAJESH TRADERS","Indore","Indore - City","0",
"SAND ART FESTIVE CANDLE POTS","","199","SHIV AGENCIES","Jaipur","Jaipur - 1","3",
"SAND ART FESTIVE CANDLE POTS","","199","SHIVAM","Kanpur","Kanpur - City","2",
"SAND ART FESTIVE CANDLE POTS","","199","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"SAND ART FESTIVE CANDLE POTS","","199","Deshraj Trading","Shilong","Shilong City","0",
"SAND ART FESTIVE CANDLE POTS","","199","V S International","New Mumbai","Vashi","0",
"Joy Ride","","399","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"Joy Ride","","399","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"Joy Ride","","399","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"Joy Ride","","399","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"Joy Ride","","399","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","2",
"Joy Ride","","399","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"Joy Ride","","399","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"Joy Ride","","399","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"Joy Ride","","399","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"Joy Ride","","399","PUSHP CREATION","Agra","Agra / Aligarh","0",
"Joy Ride","","399","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"Joy Ride","","399","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"Joy Ride","","399","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"Joy Ride","","399","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0",
"Joy Ride","","399","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"Joy Ride","","399","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","1",
"Joy Ride","","399","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","15",
"Joy Ride","","399","MECOTEX CORPORATION","Pune","BANER / PASHAN","0",
"Joy Ride","","399","SANTA MARIA TRADERS","Goa","Panjim","0",
"Joy Ride","","399","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"Joy Ride","","399","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"Joy Ride","","399","SWAYAM ENTERPRISES","Mumbai","Andheri West","6",
"Joy Ride","","399","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"Joy Ride","","399","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"Joy Ride","","399","Parikh Enterprises","Baroda","Baroda - City","0",
"Joy Ride","","399","RAJESH TRADERS","Indore","Indore - City","0",
"Joy Ride","","399","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"Joy Ride","","399","SHIVAM","Kanpur","Kanpur - City","0",
"Joy Ride","","399","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"Joy Ride","","399","Deshraj Trading","Shilong","Shilong City","0",
"Joy Ride","","399","V S International","New Mumbai","Vashi","0",
"CHRISTMAS CARDS","","125","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"CHRISTMAS CARDS","","125","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"CHRISTMAS CARDS","","125","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"CHRISTMAS CARDS","","125","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","1",
"CHRISTMAS CARDS","","125","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","1",
"CHRISTMAS CARDS","","125","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"CHRISTMAS CARDS","","125","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"CHRISTMAS CARDS","","125","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"CHRISTMAS CARDS","","125","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"CHRISTMAS CARDS","","125","PUSHP CREATION","Agra","Agra / Aligarh","0",
"CHRISTMAS CARDS","","125","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"CHRISTMAS CARDS","","125","KANGAROO FOOD'S","Rourkela","Rourkela - City","3",
"CHRISTMAS CARDS","","125","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"CHRISTMAS CARDS","","125","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","3",
"CHRISTMAS CARDS","","125","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"CHRISTMAS CARDS","","125","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"CHRISTMAS CARDS","","125","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"CHRISTMAS CARDS","","125","MECOTEX CORPORATION","Pune","BANER / PASHAN","1",
"CHRISTMAS CARDS","","125","SANTA MARIA TRADERS","Goa","Panjim","3",
"CHRISTMAS CARDS","","125","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"CHRISTMAS CARDS","","125","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"CHRISTMAS CARDS","","125","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"CHRISTMAS CARDS","","125","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"CHRISTMAS CARDS","","125","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"CHRISTMAS CARDS","","125","Parikh Enterprises","Baroda","Baroda - City","0",
"CHRISTMAS CARDS","","125","RAJESH TRADERS","Indore","Indore - City","0",
"CHRISTMAS CARDS","","125","SHIV AGENCIES","Jaipur","Jaipur - 1","2",
"CHRISTMAS CARDS","","125","SHIVAM","Kanpur","Kanpur - City","0",
"CHRISTMAS CARDS","","125","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"CHRISTMAS CARDS","","125","Deshraj Trading","Shilong","Shilong City","0",
"CHRISTMAS CARDS","","125","V S International","New Mumbai","Vashi","0",
"SAND ART FESTIVE RANGOLI","","199","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SAND ART FESTIVE RANGOLI","","199","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"SAND ART FESTIVE RANGOLI","","199","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SAND ART FESTIVE RANGOLI","","199","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","16",
"SAND ART FESTIVE RANGOLI","","199","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","23",
"SAND ART FESTIVE RANGOLI","","199","THE KALASH ENTERPRISES","New Delhi","East Delhi","7",
"SAND ART FESTIVE RANGOLI","","199","A.S ENTERPRISES","Faridabad","Faridabad - City","1",
"SAND ART FESTIVE RANGOLI","","199","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","1",
"SAND ART FESTIVE RANGOLI","","199","SHRI RAM MARKETING","Gandhidham","Gandhidham City","1",
"SAND ART FESTIVE RANGOLI","","199","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SAND ART FESTIVE RANGOLI","","199","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"SAND ART FESTIVE RANGOLI","","199","KANGAROO FOOD'S","Rourkela","Rourkela - City","3",
"SAND ART FESTIVE RANGOLI","","199","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","19",
"SAND ART FESTIVE RANGOLI","","199","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","3",
"SAND ART FESTIVE RANGOLI","","199","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"SAND ART FESTIVE RANGOLI","","199","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","9",
"SAND ART FESTIVE RANGOLI","","199","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","13",
"SAND ART FESTIVE RANGOLI","","199","MECOTEX CORPORATION","Pune","BANER / PASHAN","8",
"SAND ART FESTIVE RANGOLI","","199","SANTA MARIA TRADERS","Goa","Panjim","2",
"SAND ART FESTIVE RANGOLI","","199","Balaji Marketing","Ratnagiri","Ratnagiri","5",
"SAND ART FESTIVE RANGOLI","","199","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","22",
"SAND ART FESTIVE RANGOLI","","199","SWAYAM ENTERPRISES","Mumbai","Andheri West","38",
"SAND ART FESTIVE RANGOLI","","199","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","4",
"SAND ART FESTIVE RANGOLI","","199","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","2",
"SAND ART FESTIVE RANGOLI","","199","Parikh Enterprises","Baroda","Baroda - City","1",
"SAND ART FESTIVE RANGOLI","","199","RAJESH TRADERS","Indore","Indore - City","0",
"SAND ART FESTIVE RANGOLI","","199","SHIV AGENCIES","Jaipur","Jaipur - 1","3",
"SAND ART FESTIVE RANGOLI","","199","SHIVAM","Kanpur","Kanpur - City","1",
"SAND ART FESTIVE RANGOLI","","199","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","1",
"SAND ART FESTIVE RANGOLI","","199","Deshraj Trading","Shilong","Shilong City","0",
"SAND ART FESTIVE RANGOLI","","199","V S International","New Mumbai","Vashi","0",
"HEAD & TAIL - FARM","","175","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"HEAD & TAIL - FARM","","175","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"HEAD & TAIL - FARM","","175","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"HEAD & TAIL - FARM","","175","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"HEAD & TAIL - FARM","","175","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"HEAD & TAIL - FARM","","175","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"HEAD & TAIL - FARM","","175","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"HEAD & TAIL - FARM","","175","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"HEAD & TAIL - FARM","","175","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"HEAD & TAIL - FARM","","175","PUSHP CREATION","Agra","Agra / Aligarh","1",
"HEAD & TAIL - FARM","","175","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"HEAD & TAIL - FARM","","175","KANGAROO FOOD'S","Rourkela","Rourkela - City","2",
"HEAD & TAIL - FARM","","175","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","2",
"HEAD & TAIL - FARM","","175","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","13",
"HEAD & TAIL - FARM","","175","LEO AGENCIES","Coimbatore","Coimbatore City","2",
"HEAD & TAIL - FARM","","175","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"HEAD & TAIL - FARM","","175","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","4",
"HEAD & TAIL - FARM","","175","MECOTEX CORPORATION","Pune","BANER / PASHAN","11",
"HEAD & TAIL - FARM","","175","SANTA MARIA TRADERS","Goa","Panjim","1",
"HEAD & TAIL - FARM","","175","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"HEAD & TAIL - FARM","","175","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","3",
"HEAD & TAIL - FARM","","175","SWAYAM ENTERPRISES","Mumbai","Andheri West","1",
"HEAD & TAIL - FARM","","175","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"HEAD & TAIL - FARM","","175","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","1",
"HEAD & TAIL - FARM","","175","Parikh Enterprises","Baroda","Baroda - City","2",
"HEAD & TAIL - FARM","","175","RAJESH TRADERS","Indore","Indore - City","2",
"HEAD & TAIL - FARM","","175","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"HEAD & TAIL - FARM","","175","SHIVAM","Kanpur","Kanpur - City","0",
"HEAD & TAIL - FARM","","175","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","3",
"HEAD & TAIL - FARM","","175","Deshraj Trading","Shilong","Shilong City","2",
"HEAD & TAIL - FARM","","175","V S International","New Mumbai","Vashi","0",
"The Opposites Train","","349","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"The Opposites Train","","349","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"The Opposites Train","","349","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"The Opposites Train","","349","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"The Opposites Train","","349","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"The Opposites Train","","349","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"The Opposites Train","","349","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"The Opposites Train","","349","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"The Opposites Train","","349","SHRI RAM MARKETING","Gandhidham","Gandhidham City","1",
"The Opposites Train","","349","PUSHP CREATION","Agra","Agra / Aligarh","0",
"The Opposites Train","","349","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"The Opposites Train","","349","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"The Opposites Train","","349","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"The Opposites Train","","349","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","1",
"The Opposites Train","","349","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"The Opposites Train","","349","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"The Opposites Train","","349","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","8",
"The Opposites Train","","349","MECOTEX CORPORATION","Pune","BANER / PASHAN","0",
"The Opposites Train","","349","SANTA MARIA TRADERS","Goa","Panjim","0",
"The Opposites Train","","349","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"The Opposites Train","","349","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"The Opposites Train","","349","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"The Opposites Train","","349","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"The Opposites Train","","349","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","3",
"The Opposites Train","","349","Parikh Enterprises","Baroda","Baroda - City","1",
"The Opposites Train","","349","RAJESH TRADERS","Indore","Indore - City","0",
"The Opposites Train","","349","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"The Opposites Train","","349","SHIVAM","Kanpur","Kanpur - City","0",
"The Opposites Train","","349","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"The Opposites Train","","349","Deshraj Trading","Shilong","Shilong City","0",
"The Opposites Train","","349","V S International","New Mumbai","Vashi","0",
"ACTION CLAPPER","","199","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"ACTION CLAPPER","","199","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"ACTION CLAPPER","","199","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"ACTION CLAPPER","","199","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"ACTION CLAPPER","","199","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"ACTION CLAPPER","","199","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"ACTION CLAPPER","","199","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"ACTION CLAPPER","","199","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"ACTION CLAPPER","","199","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"ACTION CLAPPER","","199","PUSHP CREATION","Agra","Agra / Aligarh","1",
"ACTION CLAPPER","","199","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"ACTION CLAPPER","","199","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"ACTION CLAPPER","","199","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"ACTION CLAPPER","","199","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","1",
"ACTION CLAPPER","","199","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"ACTION CLAPPER","","199","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"ACTION CLAPPER","","199","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","3",
"ACTION CLAPPER","","199","MECOTEX CORPORATION","Pune","BANER / PASHAN","7",
"ACTION CLAPPER","","199","SANTA MARIA TRADERS","Goa","Panjim","0",
"ACTION CLAPPER","","199","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"ACTION CLAPPER","","199","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","3",
"ACTION CLAPPER","","199","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
